"moral_id","book_id","title","AuthorFirstName","AuthorLastName","Date","Language","Country","Class","model","input_type","moral_num","moral"
2439,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Gemini","memory",3,"True courage awakens when the comforts of civilization are left behind."
2440,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","full_text",1,"True friendship means never abandoning a companion to face danger alone."
2441,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","full_text",2,"Greed turns partners into enemies and buries treasure in unmarked graves."
2442,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","full_text",3,"The wilderness rewards those who learn its ways with patience and humility."
2443,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","chunk_summary",1,"Friendship forged in the wild outlasts any storm."
2444,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","chunk_summary",2,"Gold tempts men to ruin, but loyalty leads them home."
2445,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","chunk_summary",3,"Survival belongs to those who read the land, not just the map."
2446,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","plotArc_summary",1,"True wealth is found in the bonds forged through shared hardship."
2447,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","plotArc_summary",2,"Survival favors those who respect the wilderness, not those who conquer it."
2448,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","plotArc_summary",3,"Every ending is just the beginning of a greater adventure."
2449,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","memory",1,"True friendship is forged in the wilderness, not in comfort."
2450,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","memory",2,"Courage means facing the wild within yourself as much as the wild around you."
2451,"00002978.txt","The wolf hunters","James Oliver","Curwood",1908,"English","American","LOWLIB","Claude","memory",3,"Loyalty to those you love is the greatest survival skill of all."
2452,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","full_text",1,"Love sees the person, not the label."
2453,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","full_text",2,"Cruel judgment can wound more deeply than any fall."
2454,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","full_text",3,"You cannot build a true life by denying your heart."
2455,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","chunk_summary",1,"Love can make a home where the world sees only scandal."
2456,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","chunk_summary",2,"The family that chooses you can change the life you were born into."
2457,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","chunk_summary",3,"Courage is not clinging to the old ring, but stepping into the life your heart knows is true."
2458,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","plotArc_summary",1,"Love is strongest when it refuses to bow to prejudice."
2459,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","plotArc_summary",2,"Self-sacrifice can protect a heart, but honesty is what heals it."
2460,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","plotArc_summary",3,"You cannot outrun your true home when it is found in another soul."
2461,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","memory",1,"Love sees beyond social rank."
2462,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","memory",2,"Courage can turn hardship into belonging."
2463,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","GPT","memory",3,"A kind heart can tame even the wildest life."
2464,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","full_text",1,"Love bridges the deepest divides of society and circumstance."
2465,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","full_text",2,"True grace is found in compassionate humanity rather than rigid dogma."
2466,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","full_text",3,"Our true home is not dictated by our origins, but chosen by our hearts."
2467,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","chunk_summary",1,"A heart transformed can never return to the world it has outgrown."
2468,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","chunk_summary",2,"True grace is found in compassionate action, not in rigid judgment."
2469,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","chunk_summary",3,"The greatest leaps of faith are taken not for applause, but for love."
2470,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","plotArc_summary",1,"True love is worth defying the judgment of the crowd."
2471,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","plotArc_summary",2,"Misguided sacrifices often endanger the very happiness they seek to protect."
2472,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","plotArc_summary",3,"The greatest leap of faith is leaving behind the familiar to embrace where you truly belong."
2473,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","memory",1,"True virtue is measured by the purity of a heart, not the piety of a crowd."
2474,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","memory",2,"The most profound love is often proven through the painful sacrifice of letting go."
2475,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Gemini","memory",3,"Authentic connection can bridge the deepest divides between entirely different worlds."
2476,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","full_text",1,"Love bridges worlds that prejudice keeps apart."
2477,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","full_text",2,"Where you are born does not determine where you belong."
2478,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","full_text",3,"True duty to God outweighs duty to any congregation's narrow judgment."
2479,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","chunk_summary",1,"Love is the only ring worth riding for."
2480,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","chunk_summary",2,"Where you are needed is where you belong."
2481,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","chunk_summary",3,"Prejudice mistakes the costume for the soul."
2482,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","plotArc_summary",1,"True love defies the judgment of the crowd."
2483,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","plotArc_summary",2,"Sacrifice made in silence can wound as deeply as betrayal."
2484,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","plotArc_summary",3,"Courage in the heart matters more than the arena you perform in."
2485,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","memory",1,"Love bridges the widest gulf between worlds."
2486,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","memory",2,"True faith means accepting the whole person, not just the parts that are convenient."
2487,"00003026.txt","Polly of the circus","Margaret","Mayo",1908,"English","American","LOWLIB","Claude","memory",3,"Kindness shown to the vulnerable reveals the true measure of one's character."
2488,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","full_text",1,"A loyal heart can make a home out of the wilderness."
2489,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","full_text",2,"Courage proves itself as much in daily burdens as in dramatic rescues."
2490,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","full_text",3,"When people stand by one another, hardship loses half its power."
2491,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","chunk_summary",1,"A lonely heart often finds its fortune in someone to protect."
2492,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","chunk_summary",2,"Courage grows fastest when love gives it a reason."
2493,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","chunk_summary",3,"Hope returns when people choose each other over hardship."
2494,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","plotArc_summary",1,"Love is worth more than gold."
2495,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","plotArc_summary",2,"Reckless ambition can bury what duty means to protect."
2496,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","plotArc_summary",3,"Courage can grow strongest in the smallest hearts."
2497,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","memory",1,"Even the roughest camp is softened by a loyal heart."
2498,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","memory",2,"A community’s true wealth is the kindness it shares."
2499,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","GPT","memory",3,"Small mascots can teach big men how to care."
2500,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","Gemini","full_text",1,"The compassion we extend to the vulnerable often becomes the very lifeline that saves us."
2501,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","Gemini","full_text",2,"True wealth is not mined from the earth, but forged in the unbreakable bonds of chosen family."
2502,"00003039.txt","The mascot of Sweet Briar Gulch","Henry Wallace","Phillips",1908,"English","American","LOWLIB","Gemini","full_text",3,"Authentic love embraces the risks of shared hardship rather than waiting for the illusion of perfect security."
